model,image,category,level,response,RT,seed
simulated,simulated,3,basic,yes,257.7270730000349,3
simulated,simulated,3,basic,yes,257.70954887827855,3
simulated,simulated,3,basic,yes,257.76483518590675,3
simulated,simulated,3,basic,yes,257.7634851298037,3
simulated,simulated,3,basic,yes,257.7228055407909,3
simulated,simulated,3,basic,yes,257.75339820794403,3
simulated,simulated,3,basic,yes,257.77216135180896,3
simulated,simulated,3,basic,yes,257.6913296593537,3
simulated,simulated,3,basic,yes,257.7564121061751,3
simulated,simulated,3,basic,yes,257.8141829693105,3
simulated,simulated,3,basic,yes,257.71396297575996,3
simulated,simulated,3,basic,yes,257.76893534021417,3
simulated,simulated,3,basic,yes,257.73230445064564,3
simulated,simulated,3,basic,yes,257.73986906897676,3
simulated,simulated,3,basic,yes,257.76320071328496,3
simulated,simulated,3,basic,yes,257.77574799879073,3
simulated,simulated,3,basic,yes,257.7882721553352,3
simulated,simulated,3,basic,yes,257.78601690929037,3
simulated,simulated,3,basic,yes,257.7892591191359,3
simulated,simulated,3,basic,yes,257.7282333746512,3
simulated,simulated,3,basic,yes,257.7647184790836,3
simulated,simulated,0,sub,yes,832.5691264222733,3
simulated,simulated,0,sub,yes,832.2036111544675,3
simulated,simulated,0,sub,yes,832.2684824861976,3
simulated,simulated,0,sub,yes,832.3376839516069,3
simulated,simulated,0,sub,yes,832.2638049735614,3
simulated,simulated,0,sub,yes,832.6433204301729,3
simulated,simulated,0,sub,yes,832.213605232899,3
simulated,simulated,0,sub,yes,832.0190969250053,3
simulated,simulated,0,sub,no,832.2718724316095,3
simulated,simulated,0,sub,yes,832.1279820777737,3
simulated,simulated,0,sub,yes,832.2489475860325,3
simulated,simulated,0,sub,yes,832.3466111715882,3
simulated,simulated,0,sub,yes,832.4709742482056,3
simulated,simulated,0,sub,yes,832.0675475117532,3
simulated,simulated,0,sub,yes,832.1708277561801,3
simulated,simulated,0,sub,yes,832.2486016356952,3
simulated,simulated,0,sub,yes,832.1029682975689,3
simulated,simulated,0,sub,yes,832.1911057114884,3
simulated,simulated,0,sub,yes,832.0991027195174,3
simulated,simulated,0,sub,yes,832.1777338640005,3
simulated,simulated,0,sub,yes,832.2384192370182,3
simulated,simulated,0,sub,yes,832.2716745697763,3
simulated,simulated,0,sub,yes,832.1800557865093,3
simulated,simulated,0,sub,yes,832.2821980918467,3
simulated,simulated,0,sub,yes,832.0790974622627,3
simulated,simulated,0,sub,yes,832.3812961639453,3
simulated,simulated,0,sub,yes,832.3392247889672,3
simulated,simulated,0,sub,yes,832.3431095139961,3
simulated,simulated,0,sub,yes,832.0154914333805,3
simulated,simulated,0,sub,yes,832.3248147447484,3
simulated,simulated,0,sub,yes,832.4880315310718,3
simulated,simulated,0,sub,yes,832.116672223878,3
simulated,simulated,0,sub,yes,832.2183474462705,3
simulated,simulated,0,sub,yes,832.2397805271056,3
simulated,simulated,0,sub,yes,832.3535681468078,3
simulated,simulated,0,sub,yes,832.5399576963092,3
simulated,simulated,0,sub,yes,832.273445020418,3
simulated,simulated,0,sub,no,832.5037466110113,3
simulated,simulated,0,sub,yes,832.3158014066844,3
simulated,simulated,0,sub,yes,832.2614625707848,3
simulated,simulated,0,sub,yes,832.3391240192985,3
simulated,simulated,0,sub,yes,832.1877676038195,3
simulated,simulated,0,sub,yes,832.3518154742511,3
simulated,simulated,0,sub,yes,832.4185717510819,3
simulated,simulated,0,sub,yes,832.012995400753,3
simulated,simulated,0,sub,yes,832.3335960282681,3
simulated,simulated,0,sub,yes,832.1914457976201,3
simulated,simulated,0,sub,yes,832.2966655274943,3
simulated,simulated,0,sub,yes,832.5815645640737,3
simulated,simulated,0,sub,yes,832.1301380882531,3
simulated,simulated,1,sub,yes,832.2520696468437,3
simulated,simulated,1,sub,yes,832.2165344180293,3
simulated,simulated,1,sub,yes,832.0114584019561,3
simulated,simulated,1,sub,yes,832.1801536036432,3
simulated,simulated,1,sub,yes,832.3317922207399,3
simulated,simulated,1,sub,yes,832.309209209114,3
simulated,simulated,1,sub,yes,832.1961914587922,3
simulated,simulated,1,sub,yes,832.455445351574,3
simulated,simulated,1,sub,yes,832.2359144344796,3
simulated,simulated,1,sub,yes,832.180681817654,3
simulated,simulated,1,sub,yes,832.2847560148739,3
simulated,simulated,1,sub,yes,832.2737692248335,3
simulated,simulated,1,sub,yes,832.4213510739822,3
simulated,simulated,1,sub,yes,831.9779467117722,3
simulated,simulated,1,sub,yes,832.2937595344564,3
simulated,simulated,1,sub,yes,832.290491498543,3
simulated,simulated,1,sub,yes,832.2275043122518,3
simulated,simulated,1,sub,yes,832.3380119649514,3
simulated,simulated,1,sub,yes,832.3777165602811,3
simulated,simulated,1,sub,yes,832.1290549592705,3
simulated,simulated,1,sub,yes,832.1907126546656,3
simulated,simulated,1,sub,yes,832.6226967787279,3
simulated,simulated,1,sub,yes,832.4120420711959,3
simulated,simulated,1,sub,yes,832.2155948833142,3
simulated,simulated,1,sub,yes,831.9805803744811,3
simulated,simulated,1,sub,yes,832.2847668617327,3
simulated,simulated,1,sub,yes,832.2550826163158,3
simulated,simulated,1,sub,yes,832.5136871098618,3
simulated,simulated,1,sub,yes,832.1677669967264,3
simulated,simulated,1,sub,yes,832.2146446400064,3
simulated,simulated,1,sub,yes,832.1119548265004,3
simulated,simulated,1,sub,yes,832.1231273151458,3
simulated,simulated,1,sub,yes,831.9779249005798,3
simulated,simulated,1,sub,yes,832.3880796381885,3
simulated,simulated,1,sub,yes,831.9847767393055,3
simulated,simulated,1,sub,yes,831.8476440377624,3
simulated,simulated,1,sub,yes,832.1093510817784,3
simulated,simulated,1,sub,yes,832.3149960057648,3
simulated,simulated,1,sub,yes,832.2197846967279,3
simulated,simulated,1,sub,yes,832.4755128265288,3
simulated,simulated,1,sub,yes,832.0542017772948,3
simulated,simulated,1,sub,yes,831.9218115929042,3
simulated,simulated,1,sub,yes,832.4275936306387,3
simulated,simulated,1,sub,yes,832.2673069339552,3
simulated,simulated,1,sub,yes,832.0747761042792,3
simulated,simulated,1,sub,yes,832.029305788828,3
simulated,simulated,1,sub,yes,831.915863756508,3
simulated,simulated,1,sub,yes,832.1572370088787,3
simulated,simulated,1,sub,yes,832.3205930410727,3
simulated,simulated,1,sub,yes,832.0278488861455,3
simulated,simulated,2,sub,yes,832.2184359349291,3
simulated,simulated,2,sub,yes,831.8494150252285,3
simulated,simulated,2,sub,yes,832.076298244049,3
simulated,simulated,2,sub,yes,832.2459623540921,3
simulated,simulated,2,sub,yes,832.3510324919282,3
simulated,simulated,2,sub,yes,832.3823001592319,3
simulated,simulated,2,sub,yes,832.1958872664787,3
simulated,simulated,2,sub,yes,832.3825251896521,3
simulated,simulated,2,sub,yes,832.1873268051198,3
simulated,simulated,2,sub,yes,832.2465375634712,3
simulated,simulated,2,sub,yes,831.7673600426056,3
simulated,simulated,2,sub,yes,832.2580782738694,3
simulated,simulated,2,sub,yes,832.111888945339,3
simulated,simulated,2,sub,yes,832.2266819949537,3
simulated,simulated,2,sub,yes,832.1542276414945,3
simulated,simulated,2,sub,yes,832.1694954850497,3
simulated,simulated,2,sub,yes,832.2564765799383,3
simulated,simulated,2,sub,yes,832.1762781293171,3
simulated,simulated,2,sub,yes,832.2627308676109,3
simulated,simulated,2,sub,yes,832.3854112612014,3
simulated,simulated,2,sub,yes,832.2936398391186,3
simulated,simulated,2,sub,yes,832.3356899316084,3
simulated,simulated,2,sub,yes,832.1123423514185,3
simulated,simulated,2,sub,yes,832.0771205891887,3
simulated,simulated,2,sub,yes,832.2732057453063,3
simulated,simulated,2,sub,yes,832.0615309250446,3
simulated,simulated,2,sub,yes,832.2278935719893,3
simulated,simulated,2,sub,yes,832.2654194793912,3
simulated,simulated,2,sub,yes,831.9485341961725,3
simulated,simulated,2,sub,yes,832.0862322419958,3
simulated,simulated,2,sub,yes,832.4455683837674,3
simulated,simulated,2,sub,yes,832.4806055837088,3
simulated,simulated,2,sub,yes,832.082609864415,3
simulated,simulated,2,sub,yes,832.3380731857,3
simulated,simulated,2,sub,yes,832.315014264208,3
simulated,simulated,2,sub,yes,832.0971442431722,3
simulated,simulated,2,sub,yes,831.8906269005553,3
simulated,simulated,2,sub,yes,832.2324262839983,3
simulated,simulated,2,sub,yes,831.9838686793694,3
simulated,simulated,2,sub,yes,832.0753731357967,3
simulated,simulated,2,sub,yes,832.403659244174,3
simulated,simulated,2,sub,yes,832.3003169152572,3
simulated,simulated,2,sub,yes,832.3819320436373,3
simulated,simulated,2,sub,yes,832.2756623228852,3
simulated,simulated,2,sub,yes,832.5459582538201,3
simulated,simulated,2,sub,yes,832.3544490987533,3
simulated,simulated,2,sub,yes,832.0670729111649,3
simulated,simulated,2,sub,yes,832.2139464676185,3
simulated,simulated,2,sub,yes,832.2055081722164,3
simulated,simulated,2,sub,no,832.2511117548532,3
simulated,simulated,3,sub,yes,832.3444752795018,3
simulated,simulated,3,sub,yes,832.3071244285906,3
simulated,simulated,3,sub,yes,832.3405871635013,3
simulated,simulated,3,sub,yes,832.2681298072572,3
simulated,simulated,3,sub,yes,832.315084181055,3
simulated,simulated,3,sub,yes,832.286188556879,3
simulated,simulated,3,sub,yes,832.0615402020594,3
simulated,simulated,3,sub,yes,832.4716263568624,3
simulated,simulated,3,sub,yes,832.5321107269913,3
simulated,simulated,3,sub,yes,832.1205766446935,3
simulated,simulated,3,sub,yes,832.2148198708892,3
simulated,simulated,3,sub,yes,832.076528391236,3
simulated,simulated,3,sub,yes,832.1610504923373,3
simulated,simulated,3,sub,yes,832.34224791447,3
simulated,simulated,3,sub,yes,832.4965243932419,3
simulated,simulated,3,sub,yes,832.3965948607796,3
simulated,simulated,3,sub,yes,832.4402545841133,3
simulated,simulated,3,sub,yes,832.243881334873,3
simulated,simulated,3,sub,yes,832.1667416678724,3
simulated,simulated,3,sub,yes,832.1123715192625,3
simulated,simulated,3,sub,yes,832.364089194231,3
simulated,simulated,3,sub,yes,831.9721217831691,3
simulated,simulated,3,sub,yes,832.1881662292508,3
simulated,simulated,3,sub,yes,832.2672416524446,3
simulated,simulated,3,sub,yes,832.2054350075068,3
simulated,simulated,3,sub,yes,832.3584442235414,3
simulated,simulated,3,sub,yes,832.1186875003862,3
simulated,simulated,3,sub,yes,832.1606894114805,3
simulated,simulated,3,sub,yes,832.1858428471625,3
simulated,simulated,3,sub,yes,832.3035578565465,3
simulated,simulated,3,sub,yes,832.0138116867951,3
simulated,simulated,3,sub,yes,832.3898842367367,3
simulated,simulated,3,sub,yes,832.2543135594083,3
simulated,simulated,3,sub,yes,832.3296846878092,3
simulated,simulated,3,sub,yes,832.1221324506535,3
simulated,simulated,3,sub,yes,832.0802090603651,3
simulated,simulated,3,sub,yes,832.1393406928893,3
simulated,simulated,3,sub,yes,832.1426437362851,3
simulated,simulated,3,sub,yes,832.2919165002264,3
simulated,simulated,3,sub,yes,832.2862618682274,3
simulated,simulated,3,sub,yes,832.260877936371,3
simulated,simulated,3,sub,yes,832.0341487876955,3
simulated,simulated,3,sub,yes,832.0089490136494,3
simulated,simulated,3,sub,yes,832.058108090443,3
simulated,simulated,3,sub,yes,832.0381976622331,3
simulated,simulated,3,sub,yes,832.1725290242734,3
simulated,simulated,3,sub,yes,832.4419278791883,3
simulated,simulated,3,sub,yes,832.1184022388798,3
simulated,simulated,3,sub,yes,832.0911958253935,3
simulated,simulated,3,sub,yes,832.2501162812549,3
simulated,simulated,4,sub,yes,832.2276593809318,3
simulated,simulated,4,sub,yes,831.9973952247441,3
simulated,simulated,4,sub,yes,832.2417409767583,3
simulated,simulated,4,sub,yes,832.3101192445891,3
simulated,simulated,4,sub,yes,832.2142972880773,3
simulated,simulated,4,sub,yes,832.5196507077223,3
simulated,simulated,4,sub,yes,832.2909007751895,3
simulated,simulated,4,sub,yes,832.1568510750026,3
simulated,simulated,4,sub,yes,832.0947386990794,3
simulated,simulated,4,sub,yes,832.2191947334481,3
simulated,simulated,4,sub,yes,832.0368019945334,3
simulated,simulated,4,sub,yes,832.2957624334734,3
simulated,simulated,4,sub,yes,832.2441543327161,3
simulated,simulated,4,sub,yes,832.2089622345277,3
simulated,simulated,4,sub,yes,832.4445586121905,3
simulated,simulated,4,sub,yes,832.1706153833054,3
simulated,simulated,4,sub,yes,831.9627707040428,3
simulated,simulated,4,sub,yes,831.9401885977181,3
simulated,simulated,4,sub,yes,831.9833920480426,3
simulated,simulated,4,sub,yes,832.3136249374371,3
simulated,simulated,4,sub,yes,832.1957344290743,3
simulated,simulated,4,sub,yes,832.1791494992569,3
simulated,simulated,4,sub,yes,832.2485290667021,3
simulated,simulated,4,sub,yes,832.2719668551092,3
simulated,simulated,4,sub,yes,832.2662809073762,3
simulated,simulated,4,sub,yes,831.9028943198275,3
simulated,simulated,4,sub,no,832.3289792325698,3
simulated,simulated,4,sub,yes,832.1280673627974,3
simulated,simulated,4,sub,yes,832.2717413599529,3
simulated,simulated,4,sub,yes,832.117872906038,3
simulated,simulated,4,sub,yes,832.1281125148279,3
simulated,simulated,4,sub,yes,832.3831435720805,3
simulated,simulated,4,sub,yes,832.1298369931151,3
simulated,simulated,4,sub,yes,832.2795740896731,3
simulated,simulated,4,sub,yes,832.3796104502235,3
simulated,simulated,4,sub,yes,832.2472989463297,3
simulated,simulated,4,sub,yes,832.1151318781285,3
simulated,simulated,4,sub,yes,832.2574123111239,3
simulated,simulated,4,sub,yes,832.180450239664,3
simulated,simulated,4,sub,yes,832.1470936670967,3
simulated,simulated,4,sub,yes,831.8031217593693,3
simulated,simulated,4,sub,yes,831.924405804123,3
simulated,simulated,4,sub,yes,832.31493229499,3
simulated,simulated,4,sub,yes,832.1903488500435,3
simulated,simulated,4,sub,yes,832.1217204497163,3
simulated,simulated,4,sub,yes,832.4428777084765,3
simulated,simulated,4,sub,yes,832.3273792519094,3
simulated,simulated,4,sub,yes,832.3964359076174,3
simulated,simulated,4,sub,yes,832.3527642443631,3
simulated,simulated,4,sub,yes,832.165927084146,3
simulated,simulated,5,sub,yes,832.1771140564874,3
simulated,simulated,5,sub,yes,832.3013907051462,3
simulated,simulated,5,sub,yes,832.3824944606737,3
simulated,simulated,5,sub,yes,832.1761430017286,3
simulated,simulated,5,sub,yes,832.27181329087,3
simulated,simulated,5,sub,yes,832.2337176938705,3
simulated,simulated,5,sub,yes,832.0380227721492,3
simulated,simulated,5,sub,yes,832.1572414204034,3
simulated,simulated,5,sub,yes,832.3331810420533,3
simulated,simulated,5,sub,yes,832.1914754956302,3
simulated,simulated,5,sub,yes,832.4214317726228,3
simulated,simulated,5,sub,yes,832.3665605074729,3
simulated,simulated,5,sub,yes,832.1166612737435,3
simulated,simulated,5,sub,yes,832.0667250426753,3
simulated,simulated,5,sub,yes,832.0849696942237,3
simulated,simulated,5,sub,yes,832.1053467660162,3
simulated,simulated,5,sub,yes,832.2706915179992,3
simulated,simulated,5,sub,yes,832.2433981380932,3
simulated,simulated,5,sub,yes,832.2179732207564,3
simulated,simulated,5,sub,yes,832.215946610027,3
simulated,simulated,5,sub,yes,832.4949977197899,3
simulated,simulated,5,sub,yes,832.2534942199969,3
simulated,simulated,5,sub,yes,832.0395714399382,3
simulated,simulated,5,sub,yes,832.1392352496853,3
simulated,simulated,5,sub,yes,832.2152967167975,3
simulated,simulated,5,sub,yes,832.3146732799465,3
simulated,simulated,5,sub,yes,832.1759970981637,3
simulated,simulated,5,sub,yes,832.2232512178542,3
simulated,simulated,5,sub,no,832.1160446467698,3
simulated,simulated,5,sub,yes,832.2596330727515,3
simulated,simulated,5,sub,yes,832.2917862463263,3
simulated,simulated,5,sub,yes,832.3496288589724,3
simulated,simulated,5,sub,yes,832.2020386204506,3
simulated,simulated,5,sub,yes,832.2035270948032,3
simulated,simulated,5,sub,yes,832.0988916600402,3
simulated,simulated,5,sub,yes,832.1021118990329,3
simulated,simulated,5,sub,yes,832.1639810296867,3
simulated,simulated,5,sub,yes,832.1293369337607,3
simulated,simulated,5,sub,yes,832.1367436989136,3
simulated,simulated,5,sub,yes,832.3164407167355,3
simulated,simulated,5,sub,yes,832.2168509694625,3
simulated,simulated,5,sub,yes,832.3014050289333,3
simulated,simulated,5,sub,no,832.2222387698814,3
simulated,simulated,5,sub,yes,832.5263966475288,3
simulated,simulated,5,sub,yes,831.9846258880361,3
simulated,simulated,5,sub,yes,832.5489621992242,3
simulated,simulated,5,sub,yes,832.4034203812881,3
simulated,simulated,5,sub,yes,832.3669664180991,3
simulated,simulated,5,sub,yes,832.2617150682677,3
simulated,simulated,5,sub,yes,832.053514728453,3
simulated,simulated,6,sub,yes,832.2095291371885,3
simulated,simulated,6,sub,yes,832.4778843389496,3
simulated,simulated,6,sub,yes,832.2655312079582,3
simulated,simulated,6,sub,yes,832.3745682010448,3
simulated,simulated,6,sub,yes,832.1659294170977,3
simulated,simulated,6,sub,yes,832.2866805195212,3
simulated,simulated,6,sub,yes,832.2790599314625,3
simulated,simulated,6,sub,yes,832.0697932505208,3
simulated,simulated,6,sub,yes,832.1187978616199,3
simulated,simulated,6,sub,yes,831.9606109416798,3
simulated,simulated,6,sub,yes,832.175798870493,3
simulated,simulated,6,sub,yes,832.1078297992924,3
simulated,simulated,6,sub,yes,832.2064251662417,3
simulated,simulated,6,sub,yes,832.5012352314727,3
simulated,simulated,6,sub,yes,832.3140043184785,3
simulated,simulated,6,sub,yes,832.1713970620286,3
simulated,simulated,6,sub,yes,832.3890728865119,3
simulated,simulated,6,sub,no,832.3176146610888,3
simulated,simulated,6,sub,yes,832.2562168396644,3
simulated,simulated,6,sub,yes,832.0777683777515,3
simulated,simulated,6,sub,no,832.1682770033083,3
simulated,simulated,6,sub,yes,832.3024059001972,3
simulated,simulated,6,sub,yes,832.479447032403,3
simulated,simulated,6,sub,yes,832.257716309767,3
simulated,simulated,6,sub,yes,832.2085493172859,3
simulated,simulated,6,sub,yes,832.0520615767418,3
simulated,simulated,6,sub,yes,832.2275710019542,3
simulated,simulated,6,sub,yes,832.2151737051565,3
simulated,simulated,6,sub,yes,832.3641137204977,3
simulated,simulated,6,sub,yes,832.2561148051888,3
simulated,simulated,6,sub,yes,832.4508567402233,3
simulated,simulated,6,sub,yes,832.4297893089645,3
simulated,simulated,6,sub,yes,832.2462516004309,3
simulated,simulated,6,sub,yes,832.3363525117222,3
simulated,simulated,6,sub,yes,832.2520611377679,3
simulated,simulated,6,sub,yes,832.0790856337178,3
simulated,simulated,6,sub,yes,832.2782083174801,3
simulated,simulated,6,sub,yes,832.0274564145801,3
simulated,simulated,6,sub,yes,832.147955558958,3
simulated,simulated,6,sub,yes,832.2635860188221,3
simulated,simulated,6,sub,yes,832.1756123415074,3
simulated,simulated,6,sub,yes,832.3562561093969,3
simulated,simulated,6,sub,yes,832.3087449107538,3
simulated,simulated,6,sub,yes,832.3174765945771,3
simulated,simulated,6,sub,yes,832.1795490939835,3
simulated,simulated,6,sub,yes,832.667579045689,3
simulated,simulated,6,sub,yes,832.1571100948313,3
simulated,simulated,6,sub,yes,832.205355621201,3
simulated,simulated,6,sub,yes,832.4189993120018,3
simulated,simulated,6,sub,yes,832.0666248884888,3
simulated,simulated,7,sub,yes,832.4772181612306,3
simulated,simulated,7,sub,yes,832.2426879923929,3
simulated,simulated,7,sub,yes,832.1896866055389,3
simulated,simulated,7,sub,yes,832.259776909826,3
simulated,simulated,7,sub,yes,832.275171587194,3
simulated,simulated,7,sub,yes,832.1938799876411,3
simulated,simulated,7,sub,yes,832.3155474098024,3
simulated,simulated,7,sub,yes,832.453037177598,3
simulated,simulated,7,sub,yes,832.1036294846087,3
simulated,simulated,7,sub,yes,832.4621732791189,3
simulated,simulated,7,sub,yes,832.3242396566275,3
simulated,simulated,7,sub,yes,832.2934701469006,3
simulated,simulated,7,sub,yes,832.2942314213375,3
simulated,simulated,7,sub,yes,832.2280925498184,3
simulated,simulated,7,sub,yes,832.2445916332367,3
simulated,simulated,7,sub,yes,832.327408516148,3
simulated,simulated,7,sub,yes,832.0832315775195,3
simulated,simulated,7,sub,yes,832.1748687416316,3
simulated,simulated,7,sub,yes,832.3491043723839,3
simulated,simulated,7,sub,yes,832.2445798807307,3
simulated,simulated,7,sub,yes,832.2251594661165,3
simulated,simulated,7,sub,yes,832.2150940701689,3
simulated,simulated,7,sub,yes,832.395871401606,3
simulated,simulated,7,sub,yes,832.2616111960718,3
simulated,simulated,7,sub,yes,832.0730464661603,3
simulated,simulated,7,sub,yes,832.3282334873859,3
simulated,simulated,7,sub,yes,832.1474377567232,3
simulated,simulated,7,sub,yes,832.3048652336823,3
simulated,simulated,7,sub,yes,832.0181247773356,3
simulated,simulated,7,sub,yes,832.2215875368857,3
simulated,simulated,7,sub,yes,832.0275533607344,3
simulated,simulated,7,sub,yes,832.2044935787832,3
simulated,simulated,7,sub,yes,832.1616353494824,3
simulated,simulated,7,sub,yes,832.1013674248053,3
simulated,simulated,7,sub,yes,832.0328256636716,3
simulated,simulated,7,sub,yes,832.4378240091883,3
simulated,simulated,7,sub,yes,832.1904717653009,3
simulated,simulated,7,sub,yes,832.2839844258757,3
simulated,simulated,7,sub,yes,832.4082481820133,3
simulated,simulated,7,sub,yes,832.0406028072631,3
simulated,simulated,7,sub,yes,832.3099045908177,3
simulated,simulated,7,sub,yes,832.2166030089566,3
simulated,simulated,7,sub,yes,832.4134969205452,3
simulated,simulated,7,sub,yes,832.1138520149609,3
simulated,simulated,7,sub,yes,832.2760470145936,3
simulated,simulated,7,sub,yes,832.3467069411668,3
simulated,simulated,7,sub,yes,832.1944366558749,3
simulated,simulated,7,sub,yes,832.4259153171864,3
simulated,simulated,7,sub,yes,832.0860114519521,3
simulated,simulated,7,sub,yes,832.1405163225744,3
simulated,simulated,0,super,yes,87.58160304887834,4
simulated,simulated,0,super,yes,87.5837966197962,4
simulated,simulated,0,super,yes,87.52460854074447,4
simulated,simulated,0,super,yes,87.55691832068496,4
simulated,simulated,0,super,yes,87.5522100256775,4
simulated,simulated,0,super,yes,87.62533019080234,4
simulated,simulated,0,super,yes,87.55944748158228,4
simulated,simulated,0,super,yes,87.64067322362013,4
simulated,simulated,0,super,yes,87.66120316180331,4
simulated,simulated,0,super,yes,87.58031657403772,4
simulated,simulated,0,super,yes,87.54914197781295,4
simulated,simulated,0,super,yes,87.63849235492441,4
simulated,simulated,0,super,yes,87.56527823583967,4
simulated,simulated,0,super,yes,87.53327684718214,4
simulated,simulated,0,super,yes,87.61337795707819,4
simulated,simulated,0,super,yes,87.63131911384697,4
simulated,simulated,0,super,yes,87.65995877234887,4
simulated,simulated,0,super,yes,87.46748010121146,4
simulated,simulated,0,super,yes,87.5684951752262,4
simulated,simulated,0,super,yes,87.62737893871241,4
simulated,simulated,0,super,yes,87.53427108730963,4
simulated,simulated,0,super,yes,87.5376961225115,4
simulated,simulated,0,super,yes,87.5810499159165,4
simulated,simulated,0,super,yes,87.58615352513776,4
simulated,simulated,0,super,yes,87.60043516377695,4
simulated,simulated,0,super,yes,87.63142653994758,4
simulated,simulated,0,super,yes,87.51075018532258,4
simulated,simulated,0,super,yes,87.67228487505906,4
simulated,simulated,0,super,yes,87.58576665230044,4
simulated,simulated,0,super,yes,87.53153976734481,4
simulated,simulated,0,super,yes,87.64273296839667,4
simulated,simulated,0,super,yes,87.61306044017068,4
simulated,simulated,0,super,yes,87.55061726704511,4
simulated,simulated,0,super,yes,87.5250293095334,4
simulated,simulated,0,super,yes,87.63200523978396,4
simulated,simulated,0,super,yes,87.56170789276192,4
simulated,simulated,0,super,yes,87.62216740046479,4
simulated,simulated,0,super,yes,87.55154867641731,4
simulated,simulated,0,super,yes,87.60071820995617,4
simulated,simulated,0,super,yes,87.4830575176025,4
simulated,simulated,0,super,yes,87.59428308396413,4
simulated,simulated,0,super,yes,87.54462917664594,4
simulated,simulated,0,super,yes,87.581630671696,4
simulated,simulated,0,super,yes,87.57293176726004,4
simulated,simulated,0,super,yes,87.60333057878135,4
simulated,simulated,0,super,yes,87.60165310003637,4
simulated,simulated,0,super,yes,87.61702254065959,4
simulated,simulated,0,super,yes,87.61836782004723,4
simulated,simulated,0,super,yes,87.49932585757544,4
simulated,simulated,0,super,yes,87.66703214165048,4
simulated,simulated,0,super,yes,87.58942253186308,4
simulated,simulated,0,super,yes,87.64770032354417,4
simulated,simulated,0,super,yes,87.60475450498356,4
simulated,simulated,0,super,yes,87.66097270662223,4
simulated,simulated,0,super,yes,87.5712079543716,4
simulated,simulated,0,super,yes,87.57486651171114,4
simulated,simulated,0,super,yes,87.60824468853379,4
simulated,simulated,0,super,yes,87.55692538575634,4
simulated,simulated,0,super,yes,87.53285303013489,4
simulated,simulated,0,super,yes,87.58403690677503,4
simulated,simulated,0,super,yes,87.5030988931177,4
simulated,simulated,0,super,yes,87.61405263250609,4
simulated,simulated,0,super,yes,87.61823584806301,4
simulated,simulated,0,super,yes,87.71380211712679,4
simulated,simulated,0,super,yes,87.53017871188361,4
simulated,simulated,0,super,yes,87.55340847219398,4
simulated,simulated,0,super,yes,87.61400840237054,4
simulated,simulated,0,super,yes,87.59716082894641,4
simulated,simulated,0,super,yes,87.68164205784088,4
simulated,simulated,0,super,yes,87.60865573687364,4
simulated,simulated,0,super,yes,87.6090989485808,4
simulated,simulated,0,super,yes,87.57856234615505,4
simulated,simulated,0,super,yes,87.55527713998822,4
simulated,simulated,0,super,yes,87.63393826271849,4
simulated,simulated,0,super,yes,87.59395792824239,4
simulated,simulated,0,super,yes,87.66582628112005,4
simulated,simulated,0,super,yes,87.59649148126074,4
simulated,simulated,0,super,yes,87.54960232602178,4
simulated,simulated,0,super,yes,87.55424395140992,4
simulated,simulated,0,super,yes,87.5567806665747,4
simulated,simulated,0,super,yes,87.49616766135102,4
simulated,simulated,0,super,yes,87.5869580955397,4
simulated,simulated,0,super,yes,87.72381738382273,4
simulated,simulated,0,super,yes,87.65073495107865,4
simulated,simulated,0,super,yes,87.56344239545466,4
simulated,simulated,0,super,yes,87.60634106386023,4
simulated,simulated,0,super,yes,87.57798557045051,4
simulated,simulated,0,super,yes,87.59232156509673,4
simulated,simulated,0,super,yes,87.58923607144581,4
simulated,simulated,0,super,yes,87.68750813266807,4
simulated,simulated,0,super,yes,87.53618874457604,4
simulated,simulated,0,super,yes,87.59893087115216,4
simulated,simulated,0,super,yes,87.65763263091755,4
simulated,simulated,0,super,yes,87.58250502921365,4
simulated,simulated,0,super,yes,87.45375596274938,4
simulated,simulated,0,super,yes,87.68280136462175,4
simulated,simulated,0,super,yes,87.54738972264785,4
simulated,simulated,0,super,yes,87.60421200023758,4
simulated,simulated,0,super,yes,87.64938320332584,4
simulated,simulated,0,super,yes,87.56399392050639,4
simulated,simulated,0,super,yes,87.63069934506736,4
simulated,simulated,0,super,yes,87.54900449479182,4
simulated,simulated,0,super,yes,87.60534360257276,4
simulated,simulated,0,super,yes,87.61990746927985,4
simulated,simulated,0,super,yes,87.61021224763957,4
simulated,simulated,0,super,yes,87.67347699075518,4
simulated,simulated,0,super,yes,87.57403018710818,4
simulated,simulated,0,super,yes,87.58477550830578,4
simulated,simulated,0,super,yes,87.55449034935737,4
simulated,simulated,0,super,yes,87.59651270019091,4
simulated,simulated,0,super,yes,87.62992388599538,4
simulated,simulated,0,super,yes,87.60025313878695,4
simulated,simulated,0,super,yes,87.64335503340448,4
simulated,simulated,0,super,yes,87.6359947454374,4
simulated,simulated,0,super,yes,87.63075594497444,4
simulated,simulated,0,super,yes,87.62627633496373,4
simulated,simulated,0,super,yes,87.5796540480078,4
simulated,simulated,0,super,yes,87.56215641050623,4
simulated,simulated,0,super,yes,87.61641550023124,4
simulated,simulated,0,super,yes,87.56233905683408,4
simulated,simulated,0,super,yes,87.608417254664,4
simulated,simulated,0,super,yes,87.55781062838358,4
simulated,simulated,0,super,yes,87.61641673386133,4
